Timestamp	[RAW JSON] FROM https://tjl.co/corridors-of-time/	Screenshot URL	=vl(indirect(concat("B",ROW())))	Verified?	Notes
1/15/2020 16:38:00	{"walls":[true,true,false,true,false,true],"center":"B","nodes":[["H","P","D","P","T","C","T"],["P","H","C","C","B","T","S"],["T","P","D","P","P","P","P"],["T","P","T","P","B","P","H"],["D","S","T","B","D","B","C"],["H","H","B","H","P","P","P"]]}	https://cdn.discordapp.com/attachments/413268903603601408/667160708848549908/unknown.png		Invalid	
1/15/2020 16:38:05	{"walls":[false,true,true,true,true,true],"center":"B","nodes":[["P","B","B","S","D","T","C"],["P","S","T","T","H","S","P"],["B","B","D","P","P","B","H"],["P","B","T","D","T","T","T"],["P","S","D","B","T","P","S"],["D","D","S","D","P","P","T"]]}	https://steamcommunity.com/sharedfiles/filedetails/?id=1970045885		Verified	
1/15/2020 16:40:11	{"walls":[true,false,false,true,false,true],"center":"P","nodes":[["B","P","H","C","T","T","C"],["D","T","B","S","T","C","C"],["P","H","S","H","S","P","B"],["H","C","S","C","S","S","T"],["D","S","T","S","H","T","H"],["T","S","S","B","S","H","D"]]}	https://cdn.discordapp.com/attachments/666873697763590144/667165577948954675/fixed.png		Verified	
1/15/2020 16:41:42	{"walls":[true,false,false,true,true,false],"center":"C","nodes":[["T","D","H","C","D","S","S"],["H","D","B","C","D","B","H"],["B","S","T","D","H","P","B"],["B","D","D","T","H","H","T"],["B","D","D","P","T","D","B"],["C","P","D","D","B","S","H"]]}	https://cdn.discordapp.com/attachments/667111309715832877/667158074095566848/Screenshot_282.png		Verified	
1/15/2020 16:41:53	{"walls":[true,false,true,true,false,true],"center":"B","nodes":[["P","P","B","H","P","H","B"],["H","P","B","C","H","P","D"],["P","C","S","T","T","B","S"],["H","C","B","S","D","H","S"],["H","D","C","H","H","H","T"],["C","H","B","B","B","D","C"]]}	https://cdn.discordapp.com/attachments/667111309715832877/667150500847681566/warlock.png		Invalid	
1/15/2020 16:43:08	{"walls":[true,true,true,false,true,false],"center":"B","nodes":[["C","S","D","T","C","D","B"],["C","P","D","P","C","P","C"],["P","B","H","D","B","S","C"],["T","P","S","D","P","P","B"],["B","P","H","H","B","C","C"],["C","T","D","C","S","S","H"]]}	https://cdn.discordapp.com/attachments/666872924967403550/667125682450464798/Emblem_1.png		Verified	
1/15/2020 16:45:15	{"walls":[true,false,true,true,false,true],"center":"B","nodes":[["H","T","C","H","B","S","S"],["B","B","S","D","D","S","P"],["T","T","P","S","B","D","P"],["D","T","P","S","H","S","H"],["B","D","C","H","C","B","P"],["C","P","H","C","S","C","H"]]}	https://cdn.discordapp.com/attachments/666873697763590144/667062843270496268/20200115094547_1.jpg		Verified	
1/15/2020 16:46:23	{"walls":[true,true,true,false,true,false],"center":"B","nodes":[["C","S","D","T","C","D","B"],["C","P","D","P","C","P","C"],["P","B","H","D","B","S","C"],["T","P","S","D","P","P","B"],["B","P","H","H","B","C","C"],["C","T","D","C","S","S","H"]]}	https://cdn.discordapp.com/attachments/666872924967403550/667125682450464798/Emblem_1.png		Duplicate	
1/15/2020 16:46:41	{"walls":[false,true,false,true,true,true],"center":"B","nodes":[["T","T","C","T","D","B","S"],["D","D","P","C","H","P","B"],["B","B","P","P","S","H","B"],["P","T","C","S","H","C","T"],["C","T","T","S","B","H","S"],["D","D","S","C","D","B","B"]]}	https://1drv.ms/u/s!Aj1P-odIS0rxg1ehI9Pj7cAu368o		Verified	
1/15/2020 16:47:18	{"walls":[true,true,false,true,false,false],"center":"B","nodes":[["H","S","P","S","D","S","B"],["H","S","D","S","C","T","T"],["B","S","C","H","P","D","S"],["B","C","H","T","C","D","B"],["S","T","B","H","H","H","T"],["H","D","D","H","S","B","S"]]}	https://cdn.discordapp.com/attachments/667111309715832877/667150533416583179/titan.png		Invalid	
1/15/2020 16:47:22	{"walls":[true,false,true,true,false,true],"center":"B","nodes":[["H","P","T","D","P","D","H"],["B","S","B","S","H","T","T"],["D","C","H","H","T","T","T"],["S","C","D","B","P","B","S"],["T","D","S","S","C","H","B"],["H","T","H","D","D","B","H"]]}	https://cdn.discordapp.com/attachments/666872924967403550/667136005949882379/unknown.png		Invalid	
1/15/2020 16:47:59	{"walls":[true,true,true,true,true,false],"center":"B","nodes":[["D","H","H","P","C","T","H"],["H","D","C","T","T","B","D"],["P","C","S","B","T","S","T"],["C","P","P","T","C","T","H"],["T","S","B","T","T","H","P"],["H","B","C","B","P","P","S"]]}	https://cdn.discordapp.com/attachments/666873697763590144/667044757754740737/20200115083450_1.jpg		Verified	
1/15/2020 16:48:46	{"walls":[true,false,true,false,false,true],"center":"D","nodes":[["C","C","H","S","C","S","S"],["B","P","S","S","H","B","C"],["T","S","T","P","D","H","H"],["P","D","D","S","C","C","H"],["B","B","B","B","B","B","B"],["B","B","B","B","B","B","B"]]}	https://images-ext-1.discordapp.net/external/rWUrkGHYuIG3cQCloH-Eqxq_c6mbiK3Mw1vajoMBzNg/https/i.imgur.com/RERX2Wuh.jpg		Verified	
1/15/2020 16:49:13	{"walls":[true,true,true,true,false,true],"center":"B","nodes":[["S","S","S","P","C","H","P"],["T","C","P","D","P","H","B"],["C","P","P","H","C","D","C"],["T","T","B","H","P","P","S"],["H","B","D","C","C","S","D"],["T","P","D","S","P","P","H"]]}	https://cdn.discordapp.com/attachments/667111309715832877/667153059989684234/hunter.png		Invalid	
1/15/2020 16:52:13	{"walls":[true,true,false,true,false,true],"center":"B","nodes":[["D","P","T","H","B","S","D"],["S","T","C","P","P","P","C"],["P","B","C","T","T","P","P"],["P","B","D","D","D","H","P"],["P","C","S","C","C","P","P"],["P","P","P","H","B","H","B"]]}	https://media.discordapp.net/attachments/667111309715832877/667164101650284557/corridor.PNG?width=634&height=607		Invalid	
1/15/2020 16:52:16	{"walls":[true,false,false,true,true,false],"center":"B","nodes":[["P","P","H","D","T","B","P"],["D","C","P","H","D","H","T"],["S","P","B","S","S","B","C"],["B","P","P","B","H","H","C"],["H","D","S","C","T","S","D"],["B","S","S","P","B","B","T"]]}	https://cdn.discordapp.com/attachments/652912255368691712/667169189878038538/tiger_release_final_20200115_184337.png		Invalid	
1/15/2020 16:52:41	{"walls":[true,true,false,true,true,true],"center":"B","nodes":[["B","T","C","T","S","T","D"],["H","T","P","P","P","S","S"],["B","P","C","S","P","C","D"],["H","C","C","D","T","P","B"],["C","C","D","C","B","B","D"],["D","P","T","P","T","T","C"]]}	https://imgur.com/J3xZVOo		Verified	
1/15/2020 16:52:59	{"walls":[true,true,false,true,true,true],"center":"B","nodes":[["D","P","C","D","C","S","T"],["S","D","S","H","B","H","H"],["S","D","D","P","S","S","C"],["D","T","H","T","C","S","D"],["B","D","B","S","T","T","P"],["S","C","S","H","D","D","S"]]}	https://i.imgur.com/IqzfZGj.png		Invalid	
1/15/2020 16:53:06	{"walls":[true,true,true,true,true,false],"center":"S","nodes":[["D","S","T","T","C","B","H"],["D","C","H","T","C","B","C"],["H","H","B","S","D","B","S"],["C","P","D","H","P","C","S"],["H","P","P","T","B","S","C"],["B","P","H","S","P","D","H"]]}	https://media.discordapp.net/attachments/667111309715832877/667168503090118686/unknown.png		Verified	
1/15/2020 16:53:45	{"walls":[true,true,false,true,true,true],"center":"B","nodes":[["D","T","P","D","B","B","T"],["C","B","D","S","H","S","C"],["C","S","H","H","C","S","B"],["B","H","T","C","S","P","D"],["H","B","D","S","B","S","D"],["H","B","H","P","T","P","B"]]}	https://drive.google.com/file/d/1RJqMMmzlFMiYz8_gzDFZmSIRf0N-QO_t/view		Verified	
1/15/2020 16:56:12	{"walls":[true,false,true,false,true,false],"center":"B","nodes":[["P","B","B","H","T","T","S"],["P","C","H","P","C","D","B"],["C","S","B","C","T","D","H"],["P","S","H","D","C","B","T"],["C","P","P","D","D","B","C"],["C","S","H","H","C","S","B"]]}	https://cdn.discordapp.com/attachments/666873697763590144/666975010488975372/FreezingDartEmblem.png		Verified	
1/15/2020 16:57:27	{"walls":[true,true,true,false,false,true],"center":"B","nodes":[["H","D","S","P","B","B","P"],["P","B","C","D","P","C","T"],["P","S","B","P","B","T","P"],["P","B","D","H","D","C","B"],["H","B","C","C","H","B","P"],["B","C","C","B","C","D","H"]]}	https://imgur.com/a/s586dQR		Invalid	
1/15/2020 16:58:01	{"walls":[true,false,true,false,true,false],"center":"B","nodes":[["P","B","B","H","T","T","S"],["P","C","H","P","C","D","B"],["C","S","B","C","T","D","H"],["P","S","H","D","C","B","T"],["C","P","P","D","D","B","C"],["C","S","H","H","C","S","B"]]}	https://cdn.discordapp.com/attachments/666873697763590144/666975010488975372/FreezingDartEmblem.png		Duplicate	
1/15/2020 17:00:47	{"walls":[true,true,false,false,true,true],"center":"B","nodes":[["P","T","H","B","B","P","D"],["D","P","C","H","P","C","C"],["T","B","S","S","T","P","T"],["T","B","T","B","T","B","D"],["B","B","B","B","B","B","B"],["B","B","B","B","B","B","B"]]}	https://media.discordapp.net/attachments/666872924967403550/667070866882035762/20200115000723_2.jpg		Verified	
1/15/2020 17:02:57	{"walls":[true,true,false,true,true,false],"center":"B","nodes":[["T","P","D","B","C","T","C"],["P","D","D","B","P","D","D"],["C","P","P","P","P","H","S"],["B","C","H","H","P","S","P"],["S","C","D","T","H","D","P"],["H","H","B","S","T","H","C"]]}	https://imgur.com/a/3L7j2p0		Verified	
1/15/2020 17:03:03	{"walls":[true,true,false,true,true,false],"center":"H","nodes":[["C","S","B","S","C","D","C"],["D","S","B","B","C","D","H"],["S","T","B","C","H","B","D"],["C","H","D","C","T","P","B"],["P","C","B","D","H","T","B"],["P","C","D","S","S","P","H"]]}	https://media.discordapp.net/attachments/666872924967403550/667071129969623050/path-20-emblem.jpg		Verified	
1/15/2020 17:04:07	{"walls":[false,true,false,true,true,true],"center":"C","nodes":[["S","P","P","S","H","B","P"],["H","P","T","P","T","D","D"],["C","D","H","S","S","H","B"],["T","S","T","H","S","D","H"],["S","P","B","B","H","T","B"],["P","T","S","P","S","B","P"]]}	https://steamcommunity.com/sharedfiles/filedetails/?id=1970057794		Verified	
1/15/2020 17:05:23	{"walls":[true,false,false,true,true,false],"center":"B","nodes":[["T","S","S","C","H","P","H"],["D","T","T","H","D","P","H"],["C","T","H","T","P","C","B"],["P","T","S","B","B","T","B"],["T","H","S","H","D","B","D"],["C","S","H","C","C","C","B"]]}	https://media.discordapp.net/attachments/666872924967403550/667071215634087949/My_emblem_room_pattern.png		Verified	
1/15/2020 17:05:38	{"walls":[true,false,true,true,false,true],"center":"B","nodes":[["C","C","C","C","C","S","B"],["P","D","S","B","D","D","D"],["P","C","S","B","H","B","S"],["C","D","D","C","C","D","B"],["S","D","P","T","P","H","D"],["D","H","S","P","T","C","B"]]}	https://i.imgur.com/tisGOZC.jpg		Verified	
1/15/2020 17:08:01	{"walls":[true,true,true,true,false,true],"center":"B","nodes":[["S","P","P","D","H","C","D"],["B","T","B","D","P","P","T"],["B","P","C","C","B","P","H"],["D","B","C","D","P","S","T"],["P","H","T","C","D","C","D"],["H","T","S","P","H","H","H"]]}	https://media.discordapp.net/attachments/666872924967403550/667071378695913511/hunteremblem.jpg?width=960&height=600		Verified	
1/15/2020 17:09:52	{"walls":[true,false,true,true,true,true],"center":"B","nodes":[["H","B","S","B","T","B","T"],["P","C","C","S","H","B","D"],["T","P","C","H","T","H","P"],["P","P","H","T","T","S","P"],["B","D","C","D","H","B","C"],["P","P","B","S","P","H","B"]]}	https://cdn.discordapp.com/attachments/650156587607916551/667173582396194817/Screenshot_1.png		Verified	
1/15/2020 17:10:02	{"walls":[true,true,true,true,false,true],"center":"B","nodes":[["S","C","C","C","C","H","C"],["T","S","S","S","S","B","T"],["S","H","H","P","H","T","D"],["T","C","C","B","P","P","H"],["P","T","C","P","H","P","H"],["C","S","T","P","T","S","D"]]}	https://media.discordapp.net/attachments/666872924967403550/667071902225006602/Emblem_Hunter_V2.png		Verified	
1/15/2020 17:11:25	{"walls":[true,false,true,true,false,true],"center":"B","nodes":[["H","P","T","D","P","D","H"],["B","S","B","S","H","T","T"],["D","C","H","H","T","T","T"],["S","C","D","B","P","B","S"],["T","D","C","S","C","H","B"],["H","T","H","D","D","B","H"]]}	https://cdn.discordapp.com/attachments/667111309715832877/667173965575225364/unknown.png		Invalid	
1/15/2020 17:11:34	{"walls":[true,true,false,true,true,false],"center":"B","nodes":[["S","S","H","C","P","C","P"],["D","B","S","H","P","C","B"],["C","S","C","P","T","S","P"],["T","S","H","B","C","P","T"],["H","H","H","T","H","B","D"],["D","S","H","H","H","T","T"]]}	https://imgur.com/a/2Clindz		Invalid	
1/15/2020 17:12:03	{"walls":[true,false,false,true,true,true],"center":"B","nodes":[["T","S","H","T","P","P","B"],["S","H","B","C","H","C","H"],["S","S","P","B","S","B","C"],["D","D","T","P","B","C","B"],["B","B","B","B","B","B","B"],["B","B","B","B","B","B","B"]]}	https://media.discordapp.net/attachments/666872924967403550/667072101383012353/corridor.png?width=960&height=784		Verified	
1/15/2020 17:14:45	{"walls":[true,true,false,false,true,false],"center":"B","nodes":[["D","C","T","B","D","H","B"],["T","P","P","T","T","H","P"],["P","P","T","B","T","T","P"],["H","S","D","B","C","H","T"],["B","C","B","T","D","S","D"],["P","B","B","P","P","S","S"]]}	https://cdn.discordapp.com/attachments/666872924967403550/667072343675502632/20200115102232_1.jpg		Verified	
1/15/2020 17:15:07	{"walls":[true,true,true,false,true,false],"center":"B","nodes":[["D","T","H","T","S","H","T"],["S","S","H","H","P","S","S"],["S","D","T","S","P","C","B"],["H","P","P","H","T","P","S"],["S","C","D","S","T","D","T"],["S","H","B","P","P","S","H"]]}	https://i.imgur.com/HWpBEoL.png		Invalid	
1/15/2020 17:16:09	{"walls":[true,true,false,true,true,true],"center":"P","nodes":[["B","T","B","P","H","H","S"],["B","P","H","H","B","C","C"],["P","D","B","C","T","B","S"],["B","B","B","B","B","B","B"],["D","P","T","H","T","S","S"],["B","P","H","P","C","P","D"]]}	https://imgur.com/a/BRRw53c		Invalid	
1/15/2020 17:16:49	{"walls":[true,true,false,true,true,false],"center":"B","nodes":[["D","S","C","D","B","P","S"],["C","P","C","S","S","B","B"],["D","S","P","H","H","D","S"],["H","H","P","B","T","D","P"],["H","H","C","D","C","C","B"],["B","B","D","D","T","D","C"]]}	https://media.discordapp.net/attachments/666872924967403550/667072436436598826/Emblem_Warlock_V2.png		Verified	
1/15/2020 17:18:29	{"walls":[true,false,true,true,true,false],"center":"B","nodes":[["P","T","T","B","T","S","S"],["S","T","S","P","C","C","S"],["H","T","C","T","C","P","P"],["H","P","P","H","T","B","B"],["S","B","P","D","S","C","B"],["C","T","H","B","D","S","T"]]}	https://media.discordapp.net/attachments/666872924967403550/667072471668752424/warlockemblem.jpg?width=960&height=600		Verified	
1/15/2020 17:19:45	{"walls":[true,false,true,true,false,false],"center":"B","nodes":[["B","C","S","H","H","H","B"],["D","T","D","H","P","S","T"],["T","D","B","S","T","H","C"],["D","C","B","S","P","D","P"],["T","S","B","S","P","B","P"],["P","P","S","D","T","D","D"]]}	https://cdn.discordapp.com/attachments/667111309715832877/667176039457226763/code_3.PNG		Invalid	
1/15/2020 17:20:30	{"walls":[true,true,false,true,true,true],"center":"D","nodes":[["P","B","C","T","D","H","D"],["C","C","T","P","D","H","T"],["P","T","S","T","S","D","H"],["S","D","B","H","S","S","P"],["H","S","D","P","S","B","S"],["S","B","P","D","C","S","C"]]}	https://media.discordapp.net/attachments/666872924967403550/667072585116418058/tiger_release_final_20200116_035737.png?width=960&height=540		Verified	
1/15/2020 17:22:47	{"walls":[true,true,false,true,true,false],"center":"B","nodes":[["B","B","B","B","B","B","B"],["D","T","H","T","D","B","H"],["T","P","P","H","P","P","D"],["H","C","C","P","B","C","B"],["C","S","H","S","P","S","B"],["H","D","P","B","H","S","B"]]}	https://media.discordapp.net/attachments/507362423569907715/667174261030649866/unknown.png?width=827&height=466		Verified	
1/15/2020 17:22:54	{"walls":[true,true,false,true,false,false],"center":"B","nodes":[["T","P","B","C","C","C","C"],["H","T","B","S","C","P","P"],["D","B","D","D","B","S","B"],["T","T","T","B","B","S","P"],["S","B","S","S","S","D","S"],["P","D","C","D","S","S","B"]]}	https://media.discordapp.net/attachments/666872924967403550/667072586525442105/tiger_release_final_20200116_040101.png?width=960&height=540		Verified	
1/15/2020 17:23:42	{"walls":[true,false,false,true,true,false],"center":"B","nodes":[["P","P","H","D","T","B","P"],["D","C","P","H","D","H","T"],["S","P","B","S","S","B","C"],["B","P","P","B","H","H","C"],["H","D","S","C","T","S","D"],["B","S","S","P","B","B","T"]]}	https://cdn.discordapp.com/attachments/667111309715832877/667176511559958528/unknown.png		Verified	
1/15/2020 17:25:01	{"walls":[true,true,true,true,false,true],"center":"B","nodes":[["H","P","D","H","B","P","P"],["P","P","D","S","D","H","D"],["D","C","H","B","B","T","P"],["T","P","D","C","S","B","C"],["S","H","C","S","S","D","H"],["T","T","T","C","P","C","D"]]}	https://media.discordapp.net/attachments/666872924967403550/667072852264222761/PS_Messages_20200115_212900.jpg?width=960&height=540		Verified	
1/15/2020 17:27:26	{"walls":[true,true,false,true,false,true],"center":"C","nodes":[["T","S","T","C","D","H","P"],["T","S","B","C","D","H","C"],["D","C","T","T","T","D","H"],["S","C","D","P","D","P","C"],["C","C","B","D","C","H","T"],["C","B","H","T","B","S","B"]]}	https://imgur.com/a/DDy5Gqb		Verified	
1/15/2020 17:27:38	{"walls":[true,true,false,true,true,false],"center":"S","nodes":[["D","T","H","B","C","C","S"],["B","D","T","T","P","P","T"],["H","B","D","T","T","S","T"],["D","H","H","B","D","P","D"],["C","S","S","D","T","D","P"],["C","P","H","T","S","P","D"]]}	https://media.discordapp.net/attachments/666872924967403550/667073501039165480/tiger_release_final_20200115_180235.png?width=960&height=540		Verified	
1/15/2020 17:29:05	{"walls":[true,true,false,true,true,true],"center":"D","nodes":[["T","S","S","T","P","T","S"],["D","T","D","D","H","P","H"],["S","D","T","C","T","S","B"],["D","T","P","P","T","T","C"],["B","H","D","T","C","H","C"],["D","D","T","S","C","T","T"]]}	https://cdn.discordapp.com/attachments/667111309715832877/667178424091148302/Capture2.JPG		Verified	
1/15/2020 17:29:07	{"walls":[true,false,false,true,false,true],"center":"B","nodes":[["D","P","H","T","H","P","H"],["S","H","D","C","C","T","P"],["S","C","D","P","P","P","S"],["C","C","C","D","S","S","D"],["D","B","B","B","H","P","P"],["S","B","P","S","P","S","T"]]}	https://imgur.com/a/JDZcOFe		Verified	
1/15/2020 17:29:25	{"walls":[true,true,true,true,true,false],"center":"B","nodes":[["D","B","H","D","H","S","S"],["D","T","H","S","H","T","S"],["P","H","C","P","H","T","C"],["B","D","D","T","B","T","D"],["H","H","S","D","P","C","C"],["P","C","P","H","P","P","T"]]}	https://media.discordapp.net/attachments/666872924967403550/667073510719619118/titanemblem.jpg?width=960&height=600		Verified	
1/15/2020 17:30:31	{"walls":[true,true,false,true,false,false],"center":"H","nodes":[["B","D","P","S","D","T","B"],["P","T","P","T","D","C","C"],["T","S","B","P","B","S","T"],["H","T","C","D","D","H","C"],["B","D","C","D","H","S","C"],["S","D","D","P","S","S","C"]]}	https://media.discordapp.net/attachments/666873697763590144/667051719775092756/unknown.png		Verified	
1/15/2020 17:30:34	{"walls":[true,false,false,true,true,true],"center":"B","nodes":[["B","P","T","D","H","B","B"],["D","D","C","H","B","T","H"],["B","S","D","S","H","H","P"],["S","T","S","C","D","C","T"],["B","H","H","S","H","S","D"],["C","T","C","B","C","D","S"]]}	https://drive.google.com/open?id=1WaO_Tqk4VEMWZdr38w7Y55gQKogib4cV		Verified	
1/15/2020 17:31:33	{"walls":[true,false,true,false,false,true],"center":"B","nodes":[["D","D","B","S","T","S","S"],["D","B","D","H","H","P","T"],["P","P","S","S","S","S","C"],["T","B","T","S","S","S","D"],["P","H","P","T","P","D","T"],["D","C","P","P","P","D","D"]]}	https://media.discordapp.net/attachments/666872924967403550/667073587441565736/tiger_release_final_20200115_193157.png?width=960&height=540		Verified	
1/15/2020 17:33:28	{"walls":[true,false,true,true,true,false],"center":"B","nodes":[["S","C","C","B","T","B","S"],["B","B","P","P","B","H","B"],["C","H","C","S","P","P","B"],["S","C","D","T","H","S","C"],["S","H","C","B","D","H","P"],["T","T","D","B","B","H","S"]]}	https://cdn.discordapp.com/attachments/666873697763590144/667179469794050069/ap-199B7CE9-35BE-4C48-AAF2-11C71130AB30_1.JPEG		Verified	
1/15/2020 17:34:31	{"walls":[true,true,true,false,true,false],"center":"B","nodes":[["C","S","D","T","C","D","B"],["C","P","D","P","C","P","C"],["P","B","H","D","B","S","C"],["T","P","S","D","P","P","B"],["B","P","H","H","B","C","C"],["C","T","D","C","S","S","H"]]}	https://imgur.com/a/YBU6BlS		Duplicate	
1/15/2020 17:35:51	{"walls":[false,false,true,true,false,true],"center":"S","nodes":[["B","T","T","P","C","P","S"],["H","H","H","D","S","P","P"],["P","H","P","B","D","T","B"],["H","P","S","B","H","S","D"],["B","S","P","P","P","B","B"],["C","S","D","H","P","P","B"]]}	https://i.imgur.com/6Zo9NE2.png		Verified	
1/15/2020 17:37:46	{"walls":[false,false,false,true,true,true],"center":"B","nodes":[["C","C","D","C","S","C","D"],["S","C","D","S","B","S","H"],["P","C","S","T","C","D","T"],["C","D","D","S","D","T","T"],["H","P","S","B","D","S","P"],["P","B","T","P","S","H","T"]]}	https://cdn.discordapp.com/attachments/666873697763590144/667180589694320642/unknown.png		Invalid	
1/15/2020 17:37:51	{"walls":[true,true,false,true,false,true],"center":"B","nodes":[["D","H","P","B","C","T","C"],["D","B","D","S","D","C","H"],["B","B","B","S","P","S","P"],["D","D","H","S","C","D","S"],["B","P","B","T","D","C","C"],["S","T","C","P","T","H","H"]]}	https://imgur.com/1ffKV6i		Verified	
1/15/2020 17:37:57	{"walls":[true,false,true,true,false,false],"center":"B","nodes":[["T","S","S","B","S","S","H"],["S","B","H","C","B","S","T"],["P","B","S","H","D","C","T"],["P","H","D","P","C","T","D"],["B","H","S","H","C","H","T"],["C","B","B","D","H","T","B"]]}	https://1drv.ms/u/s!Ati2Az4wlEWGizhj48p5JeuXsKh5?e=SpgZvs		Verified	
1/15/2020 17:38:39	{"walls":[true,true,true,true,false,true],"center":"B","nodes":[["T","C","B","T","H","H","D"],["C","B","B","B","C","S","T"],["P","B","P","H","P","T","S"],["B","S","C","T","B","P","D"],["S","C","D","S","B","S","H"],["B","S","C","P","T","P","H"]]}	https://steamcommunity.com/sharedfiles/filedetails/?id=1970072857		Verified	
1/15/2020 17:39:11	{"walls":[true,true,false,false,true,true],"center":"B","nodes":[["C","D","B","D","C","C","H"],["S","P","D","B","T","D","H"],["P","P","D","S","H","D","S"],["B","D","S","H","P","P","T"],["D","S","D","P","H","T","B"],["S","T","S","H","B","T","T"]]}	https://tjl.co/corridors-of-time/viewer.html#eyJ3YWxscyI6W3RydWUsdHJ1ZSxmYWxzZSxmYWxzZSx0cnVlLHRydWVdLCJjZW50ZXIiOiJCIiwibm9kZXMiOltbIkMiLCJEIiwiQiIsIkQiLCJDIiwiQyIsIkgiXSxbIlMiLCJQIiwiRCIsIkIiLCJUIiwiRCIsIkgiXSxbIlAiLCJQIiwiRCIsIlMiLCJIIiwiRCIsIlMiXSxbIkIiLCJEIiwiUyIsIkgiLCJQIiwiUCIsIlQiXSxbIkQiLCJTIiwiRCIsIlAiLCJIIiwiVCIsIkIiXSxbIlMiLCJUIiwiUyIsIkgiLCJCIiwiVCIsIlQiXV19		Invalid	
1/15/2020 17:39:24	{"walls":[false,true,true,true,false,true],"center":"H","nodes":[["H","S","T","C","D","H","P"],["B","C","C","H","B","H","S"],["D","D","B","T","H","S","C"],["C","C","S","B","H","P","D"],["D","C","S","T","S","T","P"],["H","C","S","C","H","C","P"]]}	https://imgur.com/a/lOratWB		Verified	
